iteration,time_s,timestamp_us,gt_z0,pred_z0,normalized_error_z0,gt_z1,pred_z1,normalized_error_z1,gt_z2,pred_z2,normalized_error_z2,gt_z3,pred_z3,normalized_error_z3,gt_z4,pred_z4,normalized_error_z4,gt_z5,pred_z5,normalized_error_z5,gt_z6,pred_z6,normalized_error_z6,gt_z7,pred_z7,normalized_error_z7,skill_rmse,oracle_ADE,oracle_FDE,prediction_ADE,prediction_FDE
10,0.999745,1629220927500088,-0.4016893,-0.5591633,-0.16017324,-0.377399,-0.5673719,-0.19467829,-1.7123554,-1.6196296,0.106131926,0.39804167,0.17617612,-0.20778748,-0.39002666,-0.52297056,-0.11525371,-0.99081486,-0.4699652,0.5876275,-1.0700572,-0.9152884,0.12798174,0.32314846,-0.683632,-0.84346056,0.3880060017108917,0.2119329422712326,0.38857850432395935,0.6492154598236084,2.6192665100097656
11,1.09975,1629220927600093,-0.39726967,-0.5986067,-0.20478815,-0.3699768,-0.6023991,-0.23817912,-1.6581161,-1.5430863,0.13166068,0.4437807,0.11450752,-0.30837974,-0.27659136,-0.53203505,-0.22145306,-1.060811,-0.3836361,0.76399505,-1.0271547,-0.8637826,0.13509603,0.47424108,-0.86109257,-1.1187158,0.5140045881271362,0.2072390615940094,0.38092705607414246,0.7429661154747009,3.149066686630249
12,1.199754,1629220927700097,-0.38120386,-0.6528461,-0.27629843,-0.35685456,-0.65121895,-0.3016554,-1.6341037,-1.4007325,0.26711166,0.4601549,0.024517495,-0.4079948,-0.1634469,-0.5091769,-0.2997254,-1.1413574,-0.31939468,0.927346,-0.9797354,-0.7744141,0.16978471,0.6124473,-1.0503421,-1.3930516,0.6446288824081421,0.20382562279701233,0.35874029994010925,0.9206192493438721,3.837217330932617
13,1.299752,1629220927800095,-0.3620984,-0.6642441,-0.30732477,-0.33992815,-0.66778123,-0.3359736,-1.624443,-1.3060071,0.36447498,0.47891754,0.08078309,-0.37287155,-0.034348063,-0.42327693,-0.33717602,-1.2210693,-0.45842847,0.8604185,-0.9217685,-0.7596814,0.13403343,0.75392574,-0.80919755,-1.3095534,0.6190824508666992,0.19569078087806702,0.33886194229125977,1.0644937753677368,4.112004280090332
14,1.399752,1629220927900095,-0.33968955,-0.68754715,-0.3538202,-0.32119653,-0.6887369,-0.3766439,-1.6324544,-1.2125692,0.48059162,0.4978859,0.039759357,-0.42905697,0.08945925,-0.40400627,-0.4278025,-1.2883892,-0.4248384,0.97426605,-0.868609,-0.7035908,0.13645722,0.87988657,-0.904042,-1.4945397,0.7129679322242737,0.18305301666259766,0.33385905623435974,1.189165472984314,4.580333709716797
15,1.499758,1629220928000101,-0.31552017,-0.7245321,-0.4160228,-0.3013206,-0.72041875,-0.42947865,-1.6558794,-1.058504,0.6837432,0.519025,-0.009824972,-0.4952928,0.20054434,-0.33744946,-0.4664056,-1.3418052,-0.4084433,1.0530276,-0.82382846,-0.603695,0.18203329,0.9952108,-0.9799999,-1.654792,0.8037583827972412,0.17686936259269714,0.33335331082344055,1.3484700918197632,5.051342487335205
16,1.599757,1629220928100100,-0.2898923,-0.7432335,-0.4611119,-0.2809234,-0.74453974,-0.4750995,-1.692661,-0.96274596,0.8354453,0.5394692,-0.016408604,-0.5206056,0.30478907,-0.26949498,-0.49786693,-1.3853774,-0.4546382,1.0500686,-0.7841454,-0.55160254,0.19229488,1.0996346,-0.9390378,-1.7079589,0.8449822068214417,0.17141081392765045,0.3443584740161896,1.5219701528549194,5.4365739822387695
17,1.699758,1629220928200101,-0.26321647,-0.7444331,-0.48946515,-0.2579908,-0.7533441,-0.50762254,-1.7394552,-0.85124105,1.0166311,0.56558174,0.0071083056,-0.52303654,0.38498095,-0.18009014,-0.48987988,-1.409338,-0.5724265,0.94421136,-0.7565402,-0.5058536,0.20729832,1.1941051,-0.79006666,-1.6622995,0.8472080826759338,0.17342615127563477,0.38671326637268066,1.7778780460357666,5.814516067504883
18,1.799759,1629220928300102,-0.23835814,-0.70843214,-0.4781315,-0.23383218,-0.71480143,-0.49288222,-1.7874167,-1.1089981,0.77650356,0.58715194,0.042267684,-0.51030964,0.4535107,-0.24605061,-0.6064741,-1.4196265,-0.5162328,1.0192171,-0.7289855,-0.61341673,0.09556638,1.2775022,-0.786347,-1.7290516,0.8470746278762817,0.16994695365428925,0.4337042272090912,1.699827790260315,5.827452182769775
19,1.89976,1629220928400103,-0.21474874,-0.62804735,-0.42038295,-0.2122322,-0.62910914,-0.42720243,-1.8455298,-1.4555113,0.44640684,0.6098128,0.07238748,-0.50332403,0.5080952,-0.3248411,-0.72210157,-1.4195354,-0.42186055,1.125586,-0.7118952,-0.7263878,-0.01198423,1.343986,-0.8209393,-1.8137311,0.8580483794212341,0.15891820192337036,0.47836893796920776,1.5082776546478271,5.467787265777588
20,1.999762,1629220928500105,-0.19252682,-0.6460263,-0.4612729,-0.1922649,-0.6480043,-0.46702746,-1.9180919,-1.4020197,0.59068525,0.6349643,0.06844897,-0.5305681,0.55297315,-0.29532048,-0.7354154,-1.4014022,-0.42711768,1.0991969,-0.7017922,-0.70100135,0.0006539586,1.4026061,-0.811653,-1.855062,0.8839983344078064,0.14318542182445526,0.5203143358230591,1.7163299322128296,5.979322910308838
21,2.099756,1629220928600099,-0.17123803,-0.6767399,-0.51416665,-0.17284565,-0.6723749,-0.5119019,-1.9990952,-1.3262992,0.77006805,0.661386,0.063826434,-0.55964255,0.5841165,-0.2580429,-0.7300974,-1.3678892,-0.45990595,1.0243951,-0.69849044,-0.67778605,0.01712092,1.4513699,-0.7813754,-1.8705492,0.9023780822753906,0.1330588459968567,0.5728977918624878,1.9792619943618774,6.540337562561035
22,2.199753,1629220928700096,-0.15144756,-0.6788983,-0.5364917,-0.15278494,-0.6729425,-0.5330412,-2.087005,-1.3784443,0.8110034,0.6852252,0.07136866,-0.5749054,0.6025461,-0.24408342,-0.73397267,-1.3214443,-0.45597216,0.97643363,-0.70163906,-0.69050926,0.009203477,1.4886864,-0.7623592,-1.8858811,0.9089121222496033,0.14044934511184692,0.6386994123458862,2.1372132301330566,6.862300395965576
23,2.299755,1629220928800098,-0.13160737,-0.63623947,-0.513282,-0.13177207,-0.6320621,-0.51268154,-2.1875122,-1.384916,0.9186346,0.706679,0.09639796,-0.5715568,0.61871946,-0.29022905,-0.7879992,-1.2645383,-0.4891015,0.874855,-0.7037662,-0.72349745,-0.016316188,1.5172921,-0.708346,-1.864595,0.9055497050285339,0.17026467621326447,0.6835740208625793,2.2010130882263184,6.958863735198975
24,2.399761,1629220928900104,-0.10742229,-0.6107425,-0.5119476,-0.10639051,-0.60093874,-0.50679755,-2.2962193,-1.517808,0.8909531,0.72583836,0.09530508,-0.59052396,0.640133,-0.33599713,-0.8462413,-1.1981003,-0.42814383,0.8686721,-0.70082575,-0.7687678,-0.056182772,1.5366615,-0.7697121,-1.9322336,0.926609992980957,0.20342616736888885,0.7326905131340027,2.215151071548462,7.0622968673706055
25,2.499768,1629220929000111,-0.084102124,-0.56956744,-0.49378666,-0.08349549,-0.5602896,-0.48860368,-2.4150622,-1.671643,0.8509018,0.743481,0.11850419,-0.58532006,0.66649044,-0.38132325,-0.90838623,-1.1154578,-0.4068018,0.79951227,-0.69412804,-0.8383425,-0.11925414,1.5468247,-0.76440656,-1.9363031,0.9203986525535583,0.23868221044540405,0.78385990858078,2.190824031829834,6.994805335998535
26,2.599776,1629220929100119,-0.059098046,-0.5221349,-0.47097376,-0.06325603,-0.5140007,-0.46190906,-2.5434866,-1.8740544,0.7662178,0.7646108,0.15795752,-0.5681593,0.69386786,-0.4332529,-0.9771403,-1.0123973,-0.4022685,0.68835294,-0.6806383,-0.94608,-0.21949966,1.5510212,-0.7171536,-1.9002315,0.8967136740684509,0.27045685052871704,0.8322170972824097,2.1182310581207275,6.771387100219727
27,2.699766,1629220929200109,-0.031698693,-0.4649901,-0.44071844,-0.04138107,-0.45970574,-0.42868605,-2.6874118,-2.0222983,0.76127476,0.7764098,0.2058259,-0.5343786,0.7277649,-0.47217688,-1.0402714,-0.89655143,-0.4183255,0.5395389,-0.65514624,-1.0320963,-0.31170836,1.542268,-0.6374251,-1.8261033,0.8694959878921509,0.2907194495201111,0.8570519089698792,2.0359504222869873,6.522921562194824
28,2.799745,1629220929300088,-0.011097778,-0.42776284,-0.42380708,-0.022033613,-0.43028268,-0.4183609,-2.8490324,-1.9369822,1.0439134,0.7771116,0.21272647,-0.5285731,0.76756144,-0.48538062,-1.0862193,-0.77466285,-0.41437575,0.40647927,-0.6227576,-1.0165347,-0.32562304,1.5177686,-0.6572609,-1.8221961,0.901062548160553,0.32723701000213623,0.9009529948234558,2.134199619293213,6.744388103485107
29,2.899732,1629220929400075,0.008635834,-0.43454435,-0.45077673,-0.008354568,-0.43806186,-0.4403506,-3.0199552,-1.9026504,1.2788434,0.7734581,0.25688842,-0.48379177,0.8094641,-0.40869036,-1.0560607,-0.6481987,-0.48642322,0.18251662,-0.5869681,-1.0141895,-0.35327885,1.4732388,-0.5142782,-1.665102,0.8882954716682434,0.37007591128349304,0.9773550033569336,2.4329707622528076,7.166156768798828
30,2.999726,1629220929500069,0.037803013,-0.43231428,-0.47817555,0.010690247,-0.43697143,-0.45874965,-3.1919653,-1.9552771,1.415487,0.74371463,0.29471847,-0.42050594,0.8654799,-0.3411065,-1.0460318,-0.50927114,-0.5203473,-0.012496218,-0.53351635,-1.0120857,-0.39573964,1.3832057,-0.3991741,-1.493242,0.873230516910553,0.39277002215385437,0.991576611995697,2.6657681465148926,7.433659076690674
31,3.099723,1629220929600066,0.07220974,-0.4131083,-0.49363685,0.032624662,-0.4265921,-0.47059098,-3.351154,-1.9419045,1.612997,0.70365244,0.3249395,-0.35468242,0.92342263,-0.29749355,-1.0584549,-0.36928493,-0.53243154,-0.18406352,-0.47706687,-0.9927812,-0.42645568,1.2735767,-0.3254114,-1.3396003,0.8890509009361267,0.4300937056541443,1.007562518119812,2.8632655143737793,7.683719635009766
32,3.199722,1629220929700065,0.10414955,-0.44144067,-0.55494213,0.05775505,-0.45674852,-0.52724713,-3.4834561,-1.7894456,1.9389285,0.65392965,0.2767804,-0.35321796,0.9874918,-0.27406564,-1.0936882,-0.24458727,-0.5103548,-0.29984143,-0.4242242,-0.92084056,-0.41066313,1.1581281,-0.40562963,-1.3100849,0.977316677570343,0.4667629897594452,1.079746127128601,3.286846399307251,8.487336158752441
33,3.299714,1629220929800057,0.12905961,-0.37050653,-0.5081292,0.094467446,-0.38578832,-0.49215108,-3.5908732,-1.7153845,2.1466446,0.5841737,0.40251565,-0.17013125,1.053742,-0.19212516,-1.0800859,-0.1164273,-0.72814065,-0.6901407,-0.36515653,-0.9357682,-0.4718515,1.0233959,0.026595311,-0.8350996,0.9810931086540222,0.4762261211872101,1.1279460191726685,3.3652589321136475,8.167834281921387
34,3.399707,1629220929900050,0.14376393,-0.37799194,-0.53069925,0.12610464,-0.4012767,-0.5404439,-3.626484,-1.6485555,2.2638948,0.5140285,0.36938718,-0.13546336,1.1133279,-0.16449685,-1.107791,0.040412843,-0.7612837,-0.90448153,-0.28889412,-0.90594894,-0.51025635,0.88686526,0.0064653037,-0.73758143,1.0348289012908936,0.4709480404853821,1.1790437698364258,3.689008951187134,8.714799880981445
35,3.499692,1629220930000035,0.14673094,-0.3585097,-0.51390094,0.16301516,-0.36021915,-0.53619415,-3.6457453,-1.7641215,2.1536665,0.44617626,0.34240192,-0.09718953,1.1615322,-0.3680202,-1.3260224,0.19966924,-0.6385204,-0.9456534,-0.22002748,-1.036606,-0.67524695,0.71801466,-0.23808445,-0.80100065,1.0576790571212769,0.44481125473976135,1.264777660369873,3.5412890911102295,8.893516540527344
36,3.599675,1629220930100018,0.14579985,-0.30285165,-0.4563418,0.19125466,-0.28778136,-0.49090114,-3.6507301,-2.0138855,1.8734976,0.36189106,0.41123465,0.04621258,1.2156472,-0.24485858,-1.2661635,0.35722563,-0.66889197,-1.1576754,-0.14742498,-1.0520014,-0.74801433,0.5231387,-0.029321028,-0.4628397,0.9796994924545288,0.4403153955936432,1.3629592657089233,3.4344675540924072,8.465288162231445
37,3.699651,1629220930199994,0.15639377,-0.2596322,-0.42315704,0.20846215,-0.25754508,-0.4775496,-3.6474369,-2.2128553,1.6419915,0.27056366,0.23834226,-0.030176857,1.2677306,-0.4453344,-1.4851159,0.5048088,-0.54302126,-1.1821717,-0.07907335,-1.197736,-0.9250471,0.32732904,-0.5763295,-0.7570671,1.0084718465805054,0.4273574948310852,1.416683554649353,3.2228496074676514,8.714634895324707
38,3.799629,1629220930299972,0.17432708,-0.18357845,-0.36404034,0.22526598,-0.18908747,-0.42461643,-3.619755,-2.4276333,1.3644773,0.17394221,0.36145955,0.17561878,1.3390517,-0.4984676,-1.5930096,0.61692053,-0.48975906,-1.2485662,0.00766469,-1.27249,-1.0585884,0.13373752,-0.34459373,-0.40073636,0.9736054539680481,0.4152121841907501,1.4933778047561646,3.0570292472839355,8.39324951171875
39,3.899605,1629220930399948,0.18865481,-0.118978076,-0.312906,0.21194565,-0.114751466,-0.33478898,-3.6121962,-2.598921,1.1597732,0.010196738,0.4354613,0.3982802,1.5511255,-0.57380044,-1.8421726,0.70405763,-0.37304768,-1.2152002,0.13332988,-1.311733,-1.1949546,-0.06832524,-0.2664912,-0.16601948,1.0024648904800415,0.40307050943374634,1.3468751907348633,2.8269293308258057,8.151070594787598
40,3.999584,1629220930499927,0.20099556,-0.14149098,-0.3483571,0.17955637,-0.117808335,-0.30473006,-3.5803676,-2.764535,0.93378466,-0.17163587,0.23053901,0.37665564,1.8284965,-0.3185602,-1.8613583,0.7667694,0.0071947942,-0.8569591,0.28422555,-1.0785891,-1.1269418,-0.2818769,-0.7766453,-0.41450706,0.926612377166748,0.37746837735176086,1.1096150875091553,2.6624526977539062,7.812280178070068
41,4.09956,1629220930599903,0.21263428,-0.098183505,-0.31614548,0.14591318,-0.11152364,-0.2638132,-3.51777,-2.3402839,1.3477256,-0.37851304,0.119977444,0.4668597,2.1245406,-0.34320536,-2.1393752,0.8094263,-0.37675664,-1.3382627,0.4607281,-1.1284641,-1.3141384,-0.5355307,-0.8274926,-0.24459985,1.1378998756408691,0.3598531484603882,0.9036762714385986,3.1458852291107178,8.899470329284668
42,4.199548,1629220930699891,0.23062743,-0.00213011,-0.23674722,0.115266636,-0.005429253,-0.12368537,-3.432914,-2.7349188,0.79891044,-0.5677857,0.22336248,0.74094737,2.377328,-0.12001647,-2.1650352,0.83795905,0.036160745,-0.90459627,0.62012523,-0.96838945,-1.3135781,-0.7628239,-0.66102695,0.08528343,1.0305969715118408,0.3511262536048889,0.7968694567680359,2.4446818828582764,7.407740592956543
43,4.299546,1629220930799889,0.24738784,-0.16309,-0.41751382,0.093252584,-0.11506857,-0.213481,-3.2948952,-3.0445516,0.28653792,-0.73868906,0.48304394,1.1442102,2.596016,-0.7039072,-2.8608186,0.8544951,0.41912213,-0.49119186,0.7778588,-1.449276,-1.8416673,-0.95266575,-0.7346653,0.18263642,1.2972017526626587,0.4003879427909851,0.7974050641059875,3.1297848224639893,9.052986145019531
44,4.399551,1629220930899894,0.2604159,-0.16406746,-0.43175942,0.073923975,-0.11320936,-0.1917684,-3.129065,-3.1183767,0.012233607,-0.8934639,0.6000329,1.3987298,2.7899964,-0.64082474,-2.9742987,0.86249465,0.34173074,-0.5875307,0.92941254,-1.489252,-2.0000474,-1.1173439,-0.42486954,0.5801412,1.4012576341629028,0.4222487807273865,0.8459696769714355,3.411074638366699,9.4042387008667
45,4.499549,1629220930999892,0.27506185,-0.11370548,-0.39543116,0.05895895,-0.06855607,-0.1306734,-2.9730818,-3.1700265,-0.22541873,-1.0284973,0.47836837,1.4112504,2.963664,-0.40308538,-2.9187527,0.8604886,0.5512839,-0.34884763,1.0636816,-1.298168,-1.953066,-1.2561564,-0.544992,0.5957993,1.3704988956451416,0.41491350531578064,0.908818244934082,3.2091407775878906,8.921430587768555
46,4.59955,1629220931099893,0.29084763,-0.03977247,-0.33628726,0.04930908,-0.008573469,-0.05931622,-2.8318858,-3.4957976,-0.7598994,-1.1435906,0.451005,1.4934134,3.1125145,-0.47593662,-3.1109536,0.85157627,0.8192509,-0.036469802,1.1795093,-1.3131211,-2.0612116,-1.3687932,-0.80398655,0.47318375,1.4610012769699097,0.3876973092556,0.9560772776603699,2.9948222637176514,8.631658554077148
47,4.699556,1629220931199899,0.30935138,-0.029931206,-0.34509823,0.04775657,-0.014202427,-0.06349364,-2.7204156,-3.0696807,-0.3997614,-1.2338477,-0.0028623596,1.1528755,3.217215,0.22192822,-2.5967188,0.8407485,0.70954627,-0.14802356,1.2718029,-0.7720545,-1.6901112,-1.4572353,-1.1163511,0.28558597,1.189272403717041,0.34987497329711914,0.9816473126411438,2.8364920616149902,7.910834312438965
48,4.799571,1629220931299914,0.33521035,0.091184534,-0.24820866,0.059898898,0.04647373,-0.013757692,-2.6333275,-3.7919636,-1.3261503,-1.2963212,0.8093452,1.9720552,3.2860432,0.059282403,-2.7973917,0.82624,0.6751016,-0.17051578,1.3372334,-1.1905721,-2.0902987,-1.5166806,0.27101588,1.4976963,1.588096022605896,0.32520344853401184,1.0073606967926025,3.235499858856201,8.425894737243652
49,4.899591,1629220931399934,0.3629215,0.13793693,-0.22884102,0.07443403,0.048203606,-0.026880115,-2.573664,-3.6746168,-1.2601273,-1.3376348,-0.081834845,1.1761155,3.3323197,1.1236769,-1.9147497,0.81360185,0.8629225,0.055644,1.3861538,-0.38874117,-1.4677001,-1.5545862,-0.84355295,0.5956894,1.0725327730178833,0.3095070719718933,1.0263566970825195,2.3207292556762695,6.039685249328613
50,4.999601,1629220931499944,0.38676548,0.13207017,-0.259061,0.087216325,0.033883218,-0.0546541,-2.5522783,-4.211924,-1.8995954,-1.3569223,-0.11322784,1.1647781,3.3531199,1.3539778,-1.733126,0.80770445,1.2704027,0.52202046,1.4148463,-0.23182848,-1.361672,-1.575297,-0.98607635,0.49363726,1.1406867504119873,0.30483537912368774,1.0284281969070435,2.290311574935913,5.838922023773193
51,5.099611,1629220931599954,0.41585988,0.22597842,-0.1931362,0.10486002,0.11728439,0.0127321,-2.5469568,-4.187901,-1.8781899,-1.3681589,-0.30073732,0.9996904,3.3628268,1.8134875,-1.3431764,0.79954374,1.2926819,0.5563631,1.432935,0.13400754,-1.074112,-1.5863694,-0.9886364,0.5007688,1.0051486492156982,0.33471569418907166,1.054856300354004,1.896581768989563,4.7270355224609375
52,5.199628,1629220931699971,0.44723588,0.13207828,-0.32055968,0.12455663,0.008234996,-0.11920278,-2.5745847,-4.1520176,-1.8054962,-1.3646997,-0.49916503,0.81061375,3.347878,1.8336757,-1.3127148,0.7857465,1.4654762,0.7668773,1.4287533,0.27040598,-0.95786315,-1.5778186,-1.5078206,0.058642946,0.9530307650566101,0.39218026399612427,1.1123089790344238,2.137064218521118,5.359861373901367
53,5.299642,1629220931799985,0.48072577,0.27185848,-0.21244746,0.14681101,0.11797193,-0.029553387,-2.61054,-3.8763137,-1.4487778,-1.3564605,-0.7950495,0.52578765,3.3240283,2.2332978,-0.9455923,0.77145183,1.4342622,0.7477888,1.4183345,0.59525853,-0.68061984,-1.5620015,-1.7468791,-0.15488678,0.7384090423583984,0.4692757725715637,1.1947108507156372,1.5209165811538696,3.8785409927368164
54,5.399654,1629220931899997,0.51918966,0.3053111,-0.21754462,0.17627658,0.13454063,-0.042769693,-2.6790721,-3.5823083,-1.0338249,-1.332411,-0.70579684,0.58685356,3.2753663,2.2226925,-0.9125997,0.753164,1.1860955,0.48843732,1.385713,0.6256725,-0.6284944,-1.5263376,-1.4462523,0.06709384,0.6055226922035217,0.5503118634223938,1.3207851648330688,1.600990891456604,3.837658166885376
55,5.499662,1629220932000005,0.5595219,0.3363249,-0.22702283,0.21627678,0.17240597,-0.04495743,-2.735529,-3.7238917,-1.1312591,-1.2876753,-0.70828724,0.54262406,3.191514,2.3118892,-0.7625775,0.7494465,1.1506394,0.45262957,1.3348497,0.66140133,-0.5568895,-1.4592893,-1.3207616,0.11605578,0.5849937200546265,0.6146776080131531,1.4460422992706299,1.7024693489074707,3.9406416416168213
56,5.599686,1629220932100029,0.59754217,0.3015009,-0.3011157,0.26108223,0.15175657,-0.112033516,-2.7576945,-3.5059788,-0.85647035,-1.229153,-0.77722424,0.4232525,3.0828965,2.1299877,-0.8261099,0.7548733,1.2873675,0.60076493,1.2816448,0.6750298,-0.50162345,-1.3677646,-1.6390879,-0.22730924,0.5434355735778809,0.6684008240699768,1.566084623336792,1.7728039026260376,4.305848121643066
57,5.699722,1629220932200065,0.6451024,0.4103718,-0.23875408,0.3281838,0.229925,-0.10069253,-2.771642,-3.2101154,-0.5018674,-1.144233,-0.7964656,0.32570046,2.938984,2.1198559,-0.7101307,0.7648856,1.3241765,0.63099724,1.2187598,0.79359454,-0.3515786,-1.2455109,-1.7414376,-0.4154774,0.450522780418396,0.6724609732627869,1.595296025276184,1.4311442375183105,3.6473045349121094
58,5.799759,1629220932300102,0.70842564,0.3758882,-0.33823743,0.41882482,0.22711314,-0.19646013,-2.7592015,-3.2818747,-0.59824055,-1.0488304,-0.90676385,0.13305198,2.756537,2.1038752,-0.5658153,0.7894026,1.5023478,0.80435145,1.1644356,0.879533,-0.23559234,-1.1310261,-1.9411545,-0.67870927,0.5014820694923401,0.5414276123046875,1.3360565900802612,1.5755040645599365,4.155611038208008
59,5.899792,1629220932400135,0.7844419,0.31923547,-0.4731805,0.51034015,0.14759105,-0.37173393,-2.7312543,-3.2925663,-0.6424658,-0.93333346,-0.8807257,0.049269646,2.5193224,1.9247011,-0.515498,0.8390992,1.3525691,0.5793015,1.10524,0.75043005,-0.29340023,-1.0021644,-1.952226,-0.79594266,0.5121294260025024,0.3536221385002136,0.9487597346305847,2.1083176136016846,5.363835334777832
60,5.999825,1629220932500168,0.8783159,0.31720802,-0.5707258,0.6088876,0.15967126,-0.46034288,-2.6780126,-3.3609912,-0.78172284,-0.8068447,-0.8224097,-0.014577331,2.2285075,1.9059211,-0.27966145,0.89650244,1.5096465,0.6917549,1.0375383,0.73067963,-0.25374827,-0.8615173,-1.9185055,-0.88552356,0.5650466680526733,0.26588869094848633,0.4363979697227478,2.283522844314575,5.860091209411621
61,6.099854,1629220932600197,0.9514044,0.41511902,-0.5454778,0.6979828,0.2352264,-0.47421828,-2.640514,-3.231803,-0.6767769,-0.6945706,-1.0227158,-0.30732337,1.9846148,2.1636899,0.15524638,0.93752795,1.5291111,0.6674297,0.95359635,0.9187768,-0.028793056,-0.7201774,-2.1193514,-1.1722,0.6040849685668945,0.5088362097740173,0.7328020930290222,1.983289361000061,5.342712879180908
