iteration,time_s,timestamp_us,gt_z0,pred_z0,normalized_error_z0,gt_z1,pred_z1,normalized_error_z1,gt_z2,pred_z2,normalized_error_z2,gt_z3,pred_z3,normalized_error_z3,gt_z4,pred_z4,normalized_error_z4,gt_z5,pred_z5,normalized_error_z5,gt_z6,pred_z6,normalized_error_z6,gt_z7,pred_z7,normalized_error_z7,skill_rmse,oracle_ADE,oracle_FDE,prediction_ADE,prediction_FDE
10,0.999515,1629220962399541,-0.17974919,-0.6338757,-0.4619107,-0.21812867,-0.60102624,-0.39238143,-1.3657045,-1.5061877,-0.16079402,0.7164493,0.1761115,-0.50605166,-0.06624051,0.41660833,0.41859853,-1.6271327,-1.1158488,0.5768352,-1.0506411,-0.54974484,0.41420224,1.3411406,0.40239722,-0.78646046,0.4933704137802124,0.21734477579593658,0.5027284622192383,2.3011507987976074,5.091814994812012
11,1.09954,1629220962499566,-0.16738823,-0.5768715,-0.4165022,-0.21316805,-0.5567977,-0.35214087,-1.3281133,-1.6939309,-0.41870698,0.75204974,0.24745296,-0.47257853,-0.2074833,0.3886522,0.51681066,-1.6160622,-1.1160237,0.5641481,-1.1331857,-0.64840794,0.40087357,1.3043927,0.53120357,-0.64776236,0.4824126064777374,0.2511897683143616,0.4956357479095459,2.1932337284088135,4.748611927032471
12,1.199592,1629220962599618,-0.15647666,-0.44159222,-0.2900027,-0.20973735,-0.44449797,-0.24057534,-1.2833027,-2.0952725,-0.9293635,0.78918666,0.4070791,-0.35786164,-0.37108004,0.23772229,0.527792,-1.5989788,-1.0743537,0.5918869,-1.227341,-0.8982378,0.2721428,1.2516906,0.7377811,-0.4305431,0.5027527809143066,0.2784944176673889,0.48488500714302063,1.68597412109375,3.7534351348876953
13,1.299652,1629220962699678,-0.14825577,-0.37134993,-0.2269182,-0.20680273,-0.38614538,-0.18378474,-1.2391695,-2.057149,-0.9362419,0.8225839,0.44417006,-0.3544023,-0.54306424,0.06917108,0.53076816,-1.5761542,-0.90446985,0.7578006,-1.325473,-0.9795743,0.28603128,1.1793857,0.5604078,-0.51856726,0.5355045795440674,0.305435448884964,0.4659925103187561,1.5005885362625122,3.505932331085205
14,1.399704,1629220962799730,-0.14728414,-0.29544926,-0.15070482,-0.19707973,-0.32665887,-0.13278864,-1.2041414,-2.05143,-0.96978855,0.84792686,0.51948667,-0.30759963,-0.70160687,-0.024426928,0.58707094,-1.544486,-0.92645127,0.6972726,-1.4212468,-1.0651004,0.29450533,1.0945472,0.63316125,-0.38653988,0.517498791217804,0.3324713110923767,0.4786647856235504,1.3254280090332031,3.0776779651641846
15,1.499759,1629220962899785,-0.15021084,-0.23678197,-0.08805504,-0.18379769,-0.28488758,-0.10359376,-1.1313674,-2.0279522,-1.0262119,0.87128764,0.5871755,-0.26608434,-0.87002426,-0.08864533,0.6774047,-1.5136106,-1.0039848,0.5749646,-1.5169106,-1.1409425,0.3108964,0.9763203,0.74465007,-0.19408871,0.5082058310508728,0.35004669427871704,0.48747044801712036,1.2307811975479126,2.8042900562286377
16,1.599828,1629220962999854,-0.15965226,-0.20534886,-0.046479885,-0.17046845,-0.26545718,-0.09734148,-1.0199959,-1.948937,-1.0632463,0.86570746,0.6243047,-0.22608498,-1.0295231,-0.14235531,0.76911676,-1.5011737,-1.0861714,0.4682095,-1.5996158,-1.1882966,0.34012905,0.814551,0.8013646,-0.011047298,0.5147588849067688,0.37111642956733704,0.5104263424873352,1.2550042867660522,2.7388720512390137
17,1.699907,1629220963099933,-0.15000826,-0.19399513,-0.04474085,-0.16111201,-0.2559221,-0.097158425,-0.9063518,-1.949362,-1.1938074,0.8064312,0.6445124,-0.1516445,-1.161279,-0.15632854,0.8712266,-1.5317726,-1.1677585,0.41068414,-1.652774,-1.2198817,0.3579683,0.6238126,0.8754303,0.21080025,0.5656731724739075,0.3905307352542877,0.5565814971923828,1.3665446043014526,2.8505895137786865
18,1.799987,1629220963200013,-0.12039009,-0.21669306,-0.09795369,-0.15429153,-0.2859185,-0.1348872,-0.7498954,-1.7934637,-1.1944462,0.7383012,0.57258886,-0.15519738,-1.2888098,-0.24884175,0.90158457,-1.5760396,-1.1086888,0.5272694,-1.7101263,-1.2107226,0.41296807,0.40047008,0.6060285,0.17221273,0.588392436504364,0.36922797560691833,0.5449042320251465,1.6044771671295166,3.214573383331299
19,1.900069,1629220963300095,-0.09521806,-0.16165973,-0.06758054,-0.14591607,-0.24659589,-0.103173524,-0.551649,-1.8100436,-1.4403317,0.667887,0.6361823,-0.029692903,-1.4074498,-0.34582973,0.92035556,-1.6177626,-1.0797058,0.60704064,-1.7506789,-1.2809864,0.38839915,0.17115906,0.64576036,0.39761147,0.6722304821014404,0.36821672320365906,0.5340665578842163,1.453844428062439,3.129493474960327
20,2.000172,1629220963400198,-0.07670379,-0.11103345,-0.034918103,-0.13272347,-0.20761052,-0.076741904,-0.3248517,-1.7291086,-1.6072825,0.61493146,0.6959741,0.075900234,-1.5327736,-0.4639138,0.9266319,-1.6431174,-1.1269482,0.5823469,-1.7928215,-1.3674074,0.35178438,-0.060161058,0.6857837,0.6249376,0.7338511943817139,0.3361033499240875,0.5630142688751221,1.3098899126052856,3.0733072757720947
21,2.100285,1629220963500311,-0.043642934,-0.118470676,-0.07611036,-0.12458828,-0.22089258,-0.09868963,-0.10006522,-1.4594934,-1.5559726,0.55709714,0.6721645,0.10776597,-1.63564,-0.6096443,0.88947153,-1.6802356,-1.230636,0.5072425,-1.8326867,-1.4152528,0.34518537,-0.30308658,0.5506955,0.7152815,0.7182819843292236,0.29199954867362976,0.49445250630378723,1.3765314817428589,3.007162094116211
22,2.20039,1629220963600416,-0.004328545,-0.02676512,-0.022821158,-0.1341359,-0.18964711,-0.056886148,0.13113016,-0.94508874,-1.2318172,0.5181873,0.71973944,0.18876304,-1.6892049,-0.66052186,0.8918013,-1.7250223,-1.4897959,0.2653846,-1.8527743,-1.451172,0.33209386,-0.5183495,0.66085666,0.9879153,0.6622653603553772,0.26456281542778015,0.3560667634010315,1.1600548028945923,2.6464972496032715
23,2.300494,1629220963700520,0.036283907,-0.09837962,-0.13697179,-0.14791729,-0.22192886,-0.07584475,0.34221148,-0.8780751,-1.3967141,0.49721766,0.66743916,0.15942042,-1.7477621,-0.72205925,0.8892176,-1.7208166,-1.5425227,0.20115289,-1.8580856,-1.45006,0.33740547,-0.6907591,0.53659755,1.0282549,0.7073771357536316,0.23332996666431427,0.313190221786499,1.4333443641662598,2.8088340759277344
24,2.400603,1629220963800629,0.0682187,-0.122408874,-0.19389512,-0.15920757,-0.27170315,-0.115281954,0.5405618,-0.5418831,-1.2389435,0.45515954,0.58375776,0.12043825,-1.7766999,-0.7678081,0.87464356,-1.7435155,-1.6164153,0.14339566,-1.8398329,-1.4213736,0.3460333,-0.85121006,0.31766552,0.97926056,0.6580867767333984,0.22270873188972473,0.2551767826080322,1.5527007579803467,2.732154369354248
25,2.500722,1629220963900748,0.09405159,-0.09076143,-0.18798089,-0.16947374,-0.3530449,-0.18811798,0.715602,0.22486399,-0.56168824,0.41784436,0.4494183,0.029570485,-1.788844,-0.93830943,0.7373581,-1.7717614,-1.6597115,0.12641579,-1.8164663,-1.3899993,0.3526551,-0.98753935,-0.24969105,0.6181545,0.42621177434921265,0.2394430786371231,0.28229254484176636,1.3510804176330566,2.1081833839416504
26,2.600841,1629220964000867,0.106900215,-0.038731586,-0.14812808,-0.17862219,-0.50186723,-0.3312514,0.8606197,1.2966123,0.4990278,0.3897344,0.27066922,-0.111510105,-1.7674022,-1.142253,0.54196364,-1.8172932,-1.7972527,0.022609893,-1.7826208,-1.4134003,0.30531666,-1.0752412,-1.0657209,0.00797591,0.3123800456523895,0.21496650576591492,0.18203841149806976,1.2720106840133667,2.104783773422241
27,2.70095,1629220964100976,0.11598887,0.05087327,-0.06623174,-0.18807092,-0.47409073,-0.29310414,0.9936525,1.6501198,0.7513785,0.377185,0.27434975,-0.09631002,-1.7392238,-1.3066157,0.3750431,-1.8644669,-1.9345589,-0.079078406,-1.7507961,-1.5206254,0.1903333,-1.1320747,-1.2267796,-0.07934184,0.32664477825164795,0.17856600880622864,0.13082145154476166,0.809256911277771,1.3760939836502075
28,2.801024,1629220964201050,0.12526076,0.046464313,-0.080147095,-0.19549218,-0.46512702,-0.27631333,1.1179451,1.7937591,0.7735224,0.3684318,0.21897076,-0.13997728,-1.704936,-1.3784069,0.28307953,-1.9137166,-2.0770807,-0.18430898,-1.7193732,-1.5621353,0.13002351,-1.1701323,-1.3244115,-0.12925205,0.32565686106681824,0.14055556058883667,0.17737436294555664,0.717693567276001,1.2316539287567139
29,2.90107,1629220964301096,0.13648362,0.07690906,-0.060595732,-0.20105335,-0.42215934,-0.2265825,1.2412055,1.8095851,0.65055525,0.35913962,0.2906357,-0.06415713,-1.6704208,-1.5233757,0.12747847,-1.9651673,-2.177171,-0.23918456,-1.686436,-1.6881284,-0.0013993965,-1.1950934,-1.2270385,-0.026762974,0.26375365257263184,0.1268380880355835,0.271300345659256,0.35777994990348816,0.5522770285606384
30,3.001085,1629220964401111,0.15385213,0.15248059,-0.0013950572,-0.20254327,-0.34662667,-0.14765215,1.3710985,1.9467063,0.65882844,0.35387155,0.3426234,-0.010534411,-1.6380126,-1.5766178,0.053225305,-2.0277698,-2.1945093,-0.18811701,-1.6497809,-1.7004387,-0.04189012,-1.2029343,-1.1553464,0.039868165,0.24938279390335083,0.18302325904369354,0.42579084634780884,0.3396463394165039,0.8184704184532166
31,3.101086,1629220964501112,0.17327519,0.18748377,0.014452133,-0.19856633,-0.34443823,-0.14948495,1.4907566,2.149345,0.7538062,0.34844878,0.33126485,-0.016093556,-1.6034133,-1.6761191,-0.06303115,-2.0918822,-2.275632,-0.2073081,-1.6130716,-1.7706254,-0.13028474,-1.1976315,-1.3011192,-0.08669995,0.28776681423187256,0.32143667340278625,0.6630780100822449,0.473282128572464,0.9637687802314758
32,3.201071,1629220964601097,0.1981605,0.2568866,0.059732724,-0.1896071,-0.3540788,-0.16854545,1.6118865,2.3801696,0.87936056,0.348232,0.29229802,-0.052384794,-1.5679873,-1.7322732,-0.14242518,-2.159194,-2.4798455,-0.36176205,-1.5776849,-1.8514338,-0.22636904,-1.1786405,-1.4155055,-0.19844079,0.36224526166915894,0.5045104622840881,0.956750750541687,0.6606431603431702,1.1993731260299683
33,3.301044,1629220964701070,0.22757247,0.29081273,0.06432426,-0.17443821,-0.35075226,-0.18068112,1.736902,2.5491595,0.9296927,0.35206622,0.26181424,-0.08452521,-1.5310353,-1.7321041,-0.17431353,-2.2353373,-2.5322852,-0.33501944,-1.5438106,-1.8124064,-0.22210786,-1.1487122,-1.4720571,-0.27089193,0.38301336765289307,0.707258939743042,1.2746368646621704,0.7642353773117065,1.250540852546692
34,3.401012,1629220964801038,0.25573602,0.2396438,-0.016368061,-0.15545765,-0.41282466,-0.26374167,1.8607064,2.654676,0.90876067,0.35568333,0.20982097,-0.13660693,-1.487354,-1.6751637,-0.16281879,-2.315428,-2.5636737,-0.28007314,-1.5064002,-1.7622427,-0.21156181,-1.1094247,-1.5211532,-0.3449379,0.38454949855804443,0.8943946957588196,1.5514121055603027,0.43116310238838196,0.4207763373851776
35,3.500982,1629220964901008,0.29020938,0.28782868,-0.0024215064,-0.13534264,-0.34010592,-0.209835,1.9727794,2.4985971,0.60183984,0.36659458,0.24499427,-0.11388439,-1.4347695,-1.7346425,-0.25997037,-2.4034722,-2.4810789,-0.08755658,-1.4637438,-1.7611704,-0.24594867,-1.0446577,-1.4413506,-0.33234134,0.28840285539627075,1.0748565196990967,1.794156789779663,0.7785748243331909,0.9060109853744507
36,3.600941,1629220965000967,0.33000913,0.2886827,-0.04203481,-0.11070644,-0.33795395,-0.23287614,2.0803678,2.440583,0.41229466,0.3845814,0.23817919,-0.13711251,-1.3808844,-1.7668774,-0.33463082,-2.4903882,-2.5088096,-0.020783208,-1.4196923,-1.7946374,-0.31005052,-0.9647861,-1.4657589,-0.41970497,0.2805080711841583,1.247604489326477,2.025688886642456,0.7674029469490051,0.6678804159164429
37,3.700901,1629220965100927,0.35989174,0.27719247,-0.08411681,-0.08994922,-0.29456308,-0.20968188,2.1598175,2.268702,0.12462697,0.42681402,0.29860294,-0.12007569,-1.3362886,-1.7667925,-0.37321892,-2.5519924,-2.4715116,0.090799205,-1.3864713,-1.7952168,-0.33800077,-0.87177217,-1.3039887,-0.36210236,0.2433854192495346,1.3645954132080078,2.153454303741455,0.8225562572479248,0.7056398987770081
38,3.80087,1629220965200896,0.38180175,0.20321415,-0.18164876,-0.06654372,-0.33300987,-0.27306616,2.2005634,2.1043568,-0.1101161,0.47551128,0.28531718,-0.17812568,-1.2992682,-1.665529,-0.31752425,-2.597633,-2.4051528,0.21715783,-1.3662744,-1.7212988,-0.29357764,-0.77505594,-1.2214992,-0.37402123,0.2562895119190216,1.4270892143249512,2.1622209548950195,0.7329581379890442,1.0019111633300781
39,3.900845,1629220965300871,0.40036753,0.30206275,-0.09998982,-0.038610596,-0.27507225,-0.2423185,2.1924725,2.135188,-0.06556646,0.53179365,0.33176124,-0.18733972,-1.270025,-1.7271907,-0.39633292,-2.6264179,-2.5408626,0.096524306,-1.3556718,-1.8443197,-0.40407386,-0.65189093,-1.1945999,-0.45467067,0.28383734822273254,1.4572614431381226,2.1153695583343506,0.8481234908103943,0.6791763305664062
40,4.000821,1629220965400847,0.41610482,0.18902193,-0.23097531,-0.012470118,-0.24504557,-0.23833606,2.1689665,1.6985431,-0.5384367,0.5827042,0.37410343,-0.19536439,-1.230809,-1.6670699,-0.37820986,-2.6490295,-2.3339136,0.35551673,-1.3371061,-1.750901,-0.3421762,-0.5238194,-0.9837586,-0.38532788,0.3487893342971802,1.4264568090438843,1.9468815326690674,0.929864227771759,1.6689578294754028
41,4.100804,1629220965500830,0.43718952,0.13579725,-0.3065584,0.015459966,-0.22382012,-0.24520674,2.1220849,1.317548,-0.92085576,0.63805646,0.43164438,-0.19331458,-1.1967658,-1.5983346,-0.34813398,-2.6556656,-2.316007,0.38320616,-1.3213307,-1.7221936,-0.3314825,-0.38553846,-0.657015,-0.22743763,0.42852988839149475,1.384942889213562,1.7956838607788086,1.117247462272644,2.493175745010376
42,4.200793,1629220965600819,0.45563552,0.12524973,-0.33604893,0.043771766,-0.21644607,-0.2666631,2.0424528,1.2641275,-0.89085466,0.6999243,0.43471175,-0.24838397,-1.1728117,-1.5695864,-0.3439778,-2.6447332,-2.2804914,0.41094103,-1.3144913,-1.6981212,-0.31723213,-0.23439343,-0.6251194,-0.3273424,0.4379408061504364,1.3001753091812134,1.5945079326629639,1.2134817838668823,2.871141195297241
43,4.300778,1629220965700804,0.47129014,0.120743744,-0.35655507,0.07241723,-0.20635739,-0.28567952,1.9362758,1.2197322,-0.82014066,0.7627755,0.4446662,-0.29792425,-1.1562867,-1.531247,-0.32506618,-2.6221163,-2.2929668,0.3713495,-1.3154625,-1.6761059,-0.29822406,-0.08221613,-0.55736953,-0.398074,0.42736151814460754,1.1563513278961182,1.3170084953308105,1.3032753467559814,3.222940444946289
44,4.400749,1629220965800775,0.48186454,0.15366243,-0.33382782,0.098874465,-0.124246515,-0.22864741,1.8280199,0.8786019,-1.0866836,0.8174657,0.55844146,-0.24258836,-1.1317332,-1.4885587,-0.30934447,-2.5857387,-2.3330197,0.28511983,-1.3100874,-1.7375966,-0.35351688,0.05905765,-0.1994317,-0.21655719,0.4680157005786896,0.9813405275344849,1.036200761795044,1.3917165994644165,3.2316081523895264
45,4.500718,1629220965900744,0.4866188,0.13958453,-0.35298276,0.12442326,-0.051897444,-0.18068793,1.7054521,0.5490561,-1.3235862,0.87205714,0.6314061,-0.22538094,-1.1077609,-1.3728621,-0.22982548,-2.5325174,-2.2449603,0.32442462,-1.3047705,-1.6796882,-0.31002784,0.2018152,0.12513597,-0.06424032,0.5265734791755676,0.8248615860939026,0.8806082010269165,1.5587959289550781,3.5715084075927734
46,4.600679,1629220966000705,0.4885417,0.12637864,-0.3683709,0.15049276,-0.039165176,-0.1943555,1.5620017,0.48325002,-1.2347163,0.9296165,0.640784,-0.27050516,-1.0918417,-1.3392563,-0.21449235,-2.4635916,-2.214367,0.28117758,-1.3053119,-1.6456323,-0.28141847,0.34992218,0.20110996,-0.1246719,0.49887070059776306,0.6978407502174377,0.8410695791244507,1.6479264497756958,3.8518288135528564
47,4.700626,1629220966100652,0.48772696,0.15056895,-0.34293723,0.17772461,-0.071407236,-0.25530252,1.378756,0.79038167,-0.6734408,0.99846846,0.64556086,-0.3305145,-1.0748422,-1.6073515,-0.46165094,-2.3830936,-2.3356018,0.05358068,-1.3167231,-1.7921205,-0.39311665,0.5119377,-0.06398694,-0.48249814,0.4106222987174988,0.6179279088973999,0.7735816240310669,1.615268588066101,4.3924241065979
48,4.800552,1629220966200578,0.48801062,0.18587099,-0.3073186,0.214007,-0.04339055,-0.26377296,1.1779096,1.0440204,-0.15324673,1.0634985,0.6072832,-0.42726701,-1.0531484,-1.5979489,-0.4723066,-2.3121324,-2.2727818,0.04439561,-1.3312396,-1.6844622,-0.29208764,0.6820537,-0.16961305,-0.7135094,0.38560307025909424,0.5992359519004822,0.757672905921936,1.6194732189178467,4.93084192276001
49,4.900444,1629220966300470,0.48323238,0.25626206,-0.2308608,0.25264686,0.026525937,-0.23172164,0.94024116,1.0381624,0.11207852,1.1380473,0.6911254,-0.41856334,-1.0349896,-1.6455381,-0.5293058,-2.227123,-2.219624,0.008460418,-1.3510901,-1.7242693,-0.3085902,0.8776737,0.007748079,-0.72880626,0.3875195384025574,0.5332464575767517,0.738797664642334,1.4356786012649536,4.709287166595459
50,5.000316,1629220966400342,0.47886837,0.26743388,-0.21505867,0.29536548,0.08553716,-0.2150255,0.6759919,0.9295682,0.29023802,1.2192364,0.7357438,-0.45281342,-1.0251981,-1.6826771,-0.5699915,-2.1299713,-2.181617,-0.058267225,-1.377886,-1.6952602,-0.26244372,1.0931154,0.12007375,-0.81519485,0.42477479577064514,0.4381580650806427,0.6813315153121948,1.3401364088058472,4.625387191772461
51,5.100188,1629220966500214,0.48557135,0.28022635,-0.20886481,0.34711424,0.09242936,-0.2609931,0.3758374,0.8773366,0.57400537,1.3048724,0.7938959,-0.4785534,-1.024707,-1.8079296,-0.6790031,-2.0158815,-2.2077835,-0.21650554,-1.4072443,-1.783399,-0.31105065,1.3423392,0.17301185,-0.979639,0.5285123586654663,0.4209812879562378,0.690974235534668,1.5091774463653564,5.202885150909424
52,5.200081,1629220966600107,0.5015654,0.31381476,-0.19096886,0.38862246,0.12186643,-0.27336323,0.010119244,0.9687519,1.0972306,1.3866152,0.8247497,-0.5262133,-1.0157381,-1.8552915,-0.7278381,-1.8736477,-2.2181096,-0.38862514,-1.4372958,-1.7896069,-0.2913339,1.5836871,0.15833302,-1.194133,0.6877153515815735,0.3207623064517975,0.5572699904441833,1.672079086303711,5.8256096839904785
53,5.299994,1629220966700020,0.5190808,0.36887753,-0.15277791,0.42929605,0.20833609,-0.22643286,-0.4220295,0.80932444,1.4093816,1.4749659,0.95914674,-0.48308885,-1.0017933,-1.8881718,-0.7684325,-1.6804724,-2.1913764,-0.5764067,-1.4681985,-1.8554741,-0.32024682,1.831629,0.42442638,-1.1789262,0.7672598958015442,0.2510828375816345,0.34205731749534607,1.445003628730774,5.268191337585449
54,5.399902,1629220966799928,0.56460893,0.38806093,-0.1795742,0.4937801,0.2343348,-0.26587144,-0.9501531,0.82233256,2.0287495,1.537194,0.9821455,-0.519829,-0.94308877,-1.9362737,-0.8610267,-1.4510541,-2.1438847,-0.7816579,-1.5067312,-1.8426803,-0.27780387,2.066161,0.45403022,-1.3506107,0.9837848544120789,0.2999345064163208,0.4398728609085083,1.6595879793167114,5.780714988708496
55,5.499797,1629220966899823,0.6109463,0.47259736,-0.14072037,0.58552027,0.3900878,-0.20027307,-1.4659297,0.58600414,2.3486,1.5670758,1.098167,-0.43915516,-0.83357745,-1.8069073,-0.84381366,-1.1845129,-2.2309294,-1.1805769,-1.5006546,-1.8167055,-0.26134953,2.2992322,0.91146106,-1.1626469,1.0778754949569702,0.3139570355415344,0.4890473186969757,1.52126145362854,5.063276767730713
56,5.59971,1629220966999736,0.63599,0.5517694,-0.08566427,0.6550128,0.47678992,-0.18263721,-1.874632,0.5178451,2.7383783,1.5676403,1.2232721,-0.32251698,-0.70808566,-1.857796,-0.996724,-0.8942056,-2.187992,-1.459662,-1.4601471,-1.8893797,-0.354942,2.4868913,1.1068492,-1.1561717,1.2364373207092285,0.2503313422203064,0.3996059000492096,1.6142860651016235,5.044223785400391
57,5.699657,1629220967099683,0.6447651,0.55831337,-0.08793357,0.70103973,0.48471197,-0.22168592,-2.1912408,0.6053788,3.2009513,1.5116252,1.2791865,-0.21768972,-0.52648765,-2.0204751,-1.29519,-0.6471227,-2.148098,-1.6934144,-1.3422401,-1.962354,-0.512786,2.5536032,1.0569189,-1.2538922,1.4461466073989868,0.16546277701854706,0.2956942021846771,1.8654624223709106,5.717087268829346
58,5.799639,1629220967199665,0.6720334,0.5475613,-0.1266057,0.7350877,0.34621236,-0.39850727,-2.3903594,0.8982667,3.7640917,1.4740254,1.1231904,-0.32857338,-0.36410233,-2.1282089,-1.5293655,-0.46416396,-1.9783378,-1.7083049,-1.2216836,-1.8983943,-0.5595872,2.5373564,0.47734767,-1.7258341,1.69558584690094,0.13060525059700012,0.2976800799369812,2.336615562438965,7.183849334716797
59,5.899645,1629220967299671,0.7008319,0.60091496,-0.10162961,0.75078124,0.4035389,-0.35584307,-2.5221224,0.8044544,3.807529,1.4531509,1.1531243,-0.2809889,-0.26380968,-2.1027105,-1.5942073,-0.28763926,-1.8815317,-1.7982444,-1.1296153,-1.8694798,-0.6118104,2.4683747,0.5717935,-1.5889177,1.709800362586975,0.10454665869474411,0.323686420917511,2.3390793800354004,6.999411106109619
60,5.999657,1629220967399683,0.72066164,0.62953174,-0.09269195,0.7634801,0.3955557,-0.37703744,-2.6215045,0.90043676,4.031139,1.432843,1.1625633,-0.25312954,-0.18209086,-2.2127974,-1.7604905,-0.13032512,-1.8285526,-1.9159561,-1.0525289,-1.9224068,-0.7193214,2.3998544,0.43081003,-1.649626,1.8191277980804443,0.09615468978881836,0.3729836642742157,2.5307977199554443,7.517797946929932
61,6.099676,1629220967499702,0.74383825,0.6900455,-0.054714832,0.78913015,0.47873446,-0.3180838,-2.6704087,0.7184671,3.8788354,1.4130951,1.2495229,-0.15319303,-0.129103,-2.1783133,-1.7765319,-0.0064584333,-1.7143933,-1.926908,-0.99207467,-1.9261845,-0.77243626,2.3526466,0.64142853,-1.4336243,1.7569142580032349,0.09526416659355164,0.3695789873600006,2.4271388053894043,6.976778984069824
