iteration,time_s,timestamp_us,gt_z0,pred_z0,normalized_error_z0,gt_z1,pred_z1,normalized_error_z1,gt_z2,pred_z2,normalized_error_z2,gt_z3,pred_z3,normalized_error_z3,gt_z4,pred_z4,normalized_error_z4,gt_z5,pred_z5,normalized_error_z5,gt_z6,pred_z6,normalized_error_z6,gt_z7,pred_z7,normalized_error_z7,skill_rmse,oracle_ADE,oracle_FDE,prediction_ADE,prediction_FDE
44,4.39999,1629220878599997,-0.7920825,-0.5406209,0.25577185,-0.7901235,-0.48059645,0.31719366,-0.041724414,-0.95285606,-1.0428619,-0.2935514,0.2906211,0.5471049,0.5462671,0.7370821,0.16542421,-1.1682985,-1.8767192,-0.7992469,0.064155914,-0.3835262,-0.3701983,-0.2745741,1.1489788,1.1926242,0.6872477531433105,0.0796537846326828,0.28659388422966003,1.204750418663025,3.6156506538391113
45,4.499982,1629220878699989,-0.7762062,-0.5401423,0.24011025,-0.7745322,-0.48052707,0.30128726,-0.08198832,-0.95585626,-1.0002106,-0.27583754,0.29164833,0.5314771,0.59367347,0.7384018,0.12547003,-1.2470603,-1.878206,-0.7120645,0.04881628,-0.38441253,-0.35824654,-0.19812027,1.1518415,1.130971,0.6482216715812683,0.08191957324743271,0.3624028265476227,1.1543952226638794,3.3845865726470947
46,4.59997,1629220878799977,-0.75928485,-0.5389383,0.22412352,-0.75548476,-0.48018542,0.28211814,-0.13433076,-0.9647198,-0.95044565,-0.24983343,0.28974897,0.50534415,0.63694644,0.7445903,0.093320206,-1.3241801,-1.8715563,-0.6175549,0.027160155,-0.38071442,-0.33728057,-0.111155674,1.1485001,1.0553143,0.6027095913887024,0.08750887960195541,0.4178285598754883,1.0941236019134521,3.1279053688049316
47,4.699957,1629220878899964,-0.7385317,-0.5370321,0.20495348,-0.7290859,-0.47875896,0.25652725,-0.19404559,-0.9741987,-0.89294666,-0.20986468,0.2925278,0.4705141,0.6772798,0.74704564,0.060482465,-1.3988488,-1.8714521,-0.5331955,-0.0012069121,-0.38273048,-0.31549034,0.00202002,1.1549159,0.9658731,0.5530540347099304,0.09025470167398453,0.3975256681442261,1.0330889225006104,2.8783035278320312
48,4.799951,1629220878999958,-0.7146936,-0.5340713,0.18371831,-0.69755393,-0.47664788,0.2263776,-0.26791292,-0.98317933,-0.81867874,-0.1641474,0.29695505,0.43184406,0.71392393,0.74943125,0.030782538,-1.4727378,-1.8753004,-0.4541749,-0.037185915,-0.38694406,-0.2892228,0.12015508,1.1657971,0.8760179,0.5000003576278687,0.0877181813120842,0.3679574131965637,0.9669836163520813,2.6272003650665283
49,4.899952,1629220879099959,-0.6873821,-0.5310848,0.1589764,-0.6670245,-0.47430936,0.19748844,-0.34113508,-0.99003994,-0.7427227,-0.11961598,0.30101877,0.39394414,0.75376105,0.75087714,-0.0025001634,-1.5436649,-1.8787701,-0.37806877,-0.067342,-0.39083195,-0.26750106,0.23514597,1.1753246,0.7876628,0.4480535686016083,0.0833490714430809,0.3387216329574585,0.89039146900177,2.3614184856414795
50,4.999955,1629220879199962,-0.6564881,-0.5275177,0.13118112,-0.63064814,-0.47131506,0.16327955,-0.41413313,-0.99751365,-0.66772497,-0.06948634,0.3060181,0.35167754,0.7918558,0.75249517,-0.034123115,-1.6101563,-1.8832273,-0.3080813,-0.09510511,-0.39541996,-0.24833703,0.35633692,1.1872045,0.6960842,0.3961826264858246,0.0762598067522049,0.2581727206707001,0.8062174916267395,2.085815191268921
51,5.09996,1629220879299967,-0.62317556,-0.52332187,0.10156528,-0.59595954,-0.4671667,0.13198288,-0.50051314,-1.007791,-0.5806195,-0.020261966,0.31359679,0.31267437,0.81788117,0.75525415,-0.05429355,-1.673166,-1.8881488,-0.24254555,-0.13380918,-0.40081334,-0.22079168,0.47024256,1.2036033,0.6143949,0.3447146415710449,0.07087452709674835,0.1873709261417389,0.7160789370536804,1.8072967529296875
52,5.199966,1629220879399973,-0.58561677,-0.5361979,0.050265953,-0.5621476,-0.47683206,0.08742871,-0.5620163,-0.9988884,-0.5000345,0.025052197,0.3115059,0.26827735,0.84169316,0.7628442,-0.06835692,-1.7281208,-1.8887115,-0.18117987,-0.16529304,-0.38423753,-0.18105008,0.5767556,1.2099426,0.5304714,0.2923729419708252,0.06535426527261734,0.131971076130867,0.5595500469207764,1.3853825330734253
53,5.299967,1629220879499974,-0.54937917,-0.53175306,0.017928235,-0.52762187,-0.4726638,0.056319315,-0.61460876,-1.0093629,-0.45182723,0.07024557,0.31948388,0.23342335,0.85911596,0.7653158,-0.08131866,-1.770648,-1.8957111,-0.1410973,-0.19434185,-0.390337,-0.16207275,0.67346936,1.2300894,0.46632513,0.25796690583229065,0.05701148137450218,0.08320031315088272,0.4480554759502411,1.0893949270248413
54,5.399969,1629220879599976,-0.51294696,-0.52762306,-0.014927656,-0.49278298,-0.46908155,0.024288483,-0.67675024,-1.0196972,-0.3925298,0.11658535,0.32708186,0.19713984,0.86887485,0.76918066,-0.086428374,-1.8022304,-1.9035554,-0.114315845,-0.22702482,-0.39557016,-0.1393739,0.7670036,1.2512813,0.40571815,0.22313863039016724,0.04753459617495537,0.041634514927864075,0.32328712940216064,0.782991886138916
55,5.499969,1629220879699976,-0.4757721,-0.52352726,-0.04857372,-0.45944193,-0.46595874,-0.0066782273,-0.750251,-1.0319427,-0.32241836,0.16468558,0.3343467,0.1588956,0.87101763,0.7749251,-0.08330596,-1.8222246,-1.9111792,-0.10035937,-0.2642079,-0.40069866,-0.11286725,0.86069065,1.2714425,0.3441197,0.1870075911283493,0.04027842357754707,0.03434737026691437,0.18541043996810913,0.45490407943725586
56,5.599975,1629220879799982,-0.43631047,-0.51798296,-0.08307243,-0.4269169,-0.461785,-0.03573173,-0.8348872,-1.0488648,-0.24491425,0.21541208,0.34189588,0.118458,0.8646793,0.77661264,-0.076348044,-1.8309193,-1.9178715,-0.09810029,-0.30400908,-0.40982795,-0.08750398,0.9499502,1.2906975,0.2854712,0.1528056412935257,0.037932563573122025,0.028442297130823135,0.04154413565993309,0.13834670186042786
57,5.699992,1629220879899999,-0.39635432,-0.51359177,-0.11924701,-0.39254087,-0.45859554,-0.06769076,-0.9310683,-1.064622,-0.15286277,0.2693279,0.34872288,0.07435711,0.8502443,0.77693844,-0.063551396,-1.8323302,-1.922814,-0.10208465,-0.34949857,-0.41880107,-0.05730778,1.0385916,1.3066308,0.22455789,0.12034761160612106,0.0426800362765789,0.0672570988535881,0.13447430729866028,0.23157942295074463
58,5.800007,1629220880000014,-0.3560275,-0.5095538,-0.15615787,-0.35786003,-0.45576778,-0.1003328,-1.0432603,-1.0760938,-0.03758048,0.32500038,0.35380435,0.02697627,0.82321966,0.7775582,-0.039585505,-1.8217552,-1.9276881,-0.11951454,-0.4009543,-0.4255569,-0.02034443,1.1250684,1.318865,0.16235884,0.09950941056013107,0.055572059005498886,0.10983140766620636,0.3141750395298004,0.5887582898139954
59,5.900022,1629220880100029,-0.31526595,-0.5046272,-0.1926071,-0.3227395,-0.45232227,-0.13279235,-1.1700573,-1.0918447,0.0895205,0.38505468,0.3597973,-0.023654718,0.7850394,0.7762202,-0.0076456917,-1.7997189,-1.9322975,-0.14957643,-0.45936364,-0.43546653,0.019761054,1.2102768,1.3316126,0.10165266,0.10980670154094696,0.06987400352954865,0.12346243113279343,0.505068302154541,0.9558923840522766
60,6.000034,1629220880200041,-0.27418706,-0.49810314,-0.22775422,-0.28622925,-0.44756308,-0.16532986,-1.3087196,-1.1161972,0.22035706,0.44761202,0.36706287,-0.07543805,0.7409951,0.77081347,0.025850574,-1.7694178,-1.9361293,-0.18808554,-0.52212936,-0.45121086,0.058644086,1.2944252,1.3446747,0.04209799,0.14777934551239014,0.09114602953195572,0.23905876278877258,0.7027655839920044,1.325979232788086
61,6.10004,1629220880300047,-0.23675051,-0.490479,-0.25807762,-0.24968818,-0.4419512,-0.1970251,-1.4428442,-1.1528186,0.33195713,0.5065375,0.37641668,-0.12186424,0.6968926,0.7600647,0.0547661,-1.7346306,-1.9373093,-0.22866398,-0.5803982,-0.4745978,0.087488696,1.370876,1.3575369,-0.011175183,0.19155125319957733,0.1611769050359726,0.4053836762905121,0.9085559248924255,1.7067447900772095
